CUST_ID,GENDER,BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT
507,M,371.723037,251.796968,7000,0.0,0.28395
508,F,1054.529861,274.918257,3000,456.027839,0.135206
509,M,415.718298,259.032222,1800,332.493745,0.311481
510,M,643.885256,1397.314321,7000,669.587464,0.0
511,M,603.848116,5753.163072,1500,726.357032,0.139239
512,F,815.289223,3060.12921,1700,561.672374,0.364059
513,M,3984.845812,162.97769,5000,816.722778,0.0
514,M,2198.988653,3225.903498,7000,1327.425238,0.0
515,M,1229.688881,2085.492621,9000,40.068967,0.295129
516,M,800.371782,223.459469,2000,0.0,0.0
517,M,820.644994,683.42611,1200,252.112443,0.0
518,F,1627.779057,2406.599828,11000,660.349478,0.31808
519,M,2050.322068,1473.491686,1500,507.546885,0.0
520,F,535.469667,276.390426,1700,127.782507,0.0
521,F,1252.419651,1555.679863,2000,282.695594,0.0
522,M,194.716059,131.137903,4000,136.90267,0.0
523,M,1466.365847,734.698376,9000,842.681544,0.434653
524,F,2406.513546,2500.287721,7000,796.640354,0.0
525,M,941.936852,912.834683,6000,270.790112,0.0
526,M,6215.952786,573.040391,1700,1197.436366,0.280931
527,F,548.334442,1999.018579,2300,376.973342,0.0
528,F,1473.942959,2158.732739,3000,167.168762,0.188081
529,F,1173.513745,2919.114873,1500,703.164738,0.0
530,M,1107.357803,1972.206381,2000,358.238863,0.0
531,F,1093.468517,2376.151199,2000,832.346246,0.0
532,F,1334.610178,1736.484076,1500,622.62129,0.0
533,M,2599.729991,1140.219178,4000,983.331743,0.089097
534,F,4187.933163,973.169334,6000,821.513493,0.365393
535,M,1209.515058,725.213615,1000,248.772457,0.430684
536,M,2524.465068,301.529705,3000,232.472655,0.0
537,M,644.458061,380.018388,7500,295.602352,0.530505
538,M,2414.77141,696.583009,7000,953.775171,0.0
539,M,610.456861,1115.777716,7500,864.608105,0.34877
540,F,3234.384553,3283.717153,3000,741.701954,0.0
541,F,8862.434584,864.699887,7500,1751.805412,0.10703
542,F,1085.856658,2215.267985,1800,473.737439,0.0
543,F,168.46211,2371.751737,2300,501.584799,0.0
544,F,740.062291,729.017606,1700,0.0,0.500208
545,M,3672.719302,1533.366908,3000,496.843483,0.0
546,M,1993.743105,721.133848,2500,611.566357,0.0
547,M,1516.290604,2951.067666,1800,184.72223,0.165697
548,M,3004.304944,1591.224309,7000,742.522455,0.0
549,F,1874.332913,307.527533,2000,449.80618,0.0
550,M,3626.243956,1038.333379,2000,916.24041,0.0
551,M,2772.435096,3957.235465,1500,964.727049,0.0
552,M,4767.276266,762.720822,2500,901.947047,0.0
553,M,1673.908308,1343.379223,2000,724.510484,0.176209
554,F,2737.316832,1467.463903,2300,812.315639,0.30871
555,M,919.275293,353.201738,1800,77.599606,0.0
556,M,705.343748,1421.740571,7000,429.501467,0.0
557,M,5631.273398,256.094973,10000,1315.152864,0.0
558,M,1472.304602,511.290696,3000,830.267483,0.161766
559,F,2500.866396,2364.095253,5000,1017.928299,0.0
560,M,1354.741599,1237.78734,9000,853.527183,0.0
561,M,714.895168,682.641597,15000,539.57372,0.324633
562,M,1224.006292,1341.86393,5000,379.149355,0.183779
563,F,4413.373385,850.57873,9000,995.131659,0.0
564,F,1997.628622,908.069259,9000,590.148301,0.0
565,F,259.738188,1621.548238,7500,120.582423,0.0
566,F,998.525798,466.55179,3000,604.704265,0.0
567,F,6027.360184,931.040488,1200,1438.487601,0.0
568,M,999.82756,677.872098,1000,202.394147,0.0
569,M,239.743398,215.499149,3000,281.941372,0.0
570,M,6659.129151,392.128589,3000,1353.923469,0.0
571,M,2239.825542,3682.642346,2500,1068.792674,0.0
572,F,1137.955405,1269.338253,4500,99.825782,0.0
573,M,867.594151,272.808621,4000,299.884636,0.429977
574,F,3210.290585,224.456306,8000,730.27743,0.0
575,F,744.129397,811.636427,1200,426.969671,0.346657
576,M,3406.466384,3659.449041,1800,926.688434,0.0
577,F,1974.312977,758.936172,7500,0.0,0.0
578,F,1510.526785,2911.138725,8000,529.706645,0.108056
579,F,1381.552747,1232.423326,15000,643.808297,0.0
580,M,1035.385155,1372.138035,9000,524.496949,0.0
581,M,3105.953735,269.846031,9000,1169.890227,0.0
582,M,556.235325,2087.600563,2000,531.321036,0.0
583,M,281.537988,664.185293,2500,194.511643,0.0
584,M,2106.948794,1952.338587,2000,640.433594,0.0
585,F,2139.044462,431.491157,5000,800.352788,0.0
586,F,1867.24066,1052.943035,10000,489.92887,0.0
587,M,1749.272966,1232.503393,2300,467.948594,0.0
588,M,908.24454,781.621037,4000,54.964012,0.0
589,M,2462.012623,1292.186048,2000,987.95111,0.0
590,M,1163.278611,706.44308,1700,422.038054,0.0
591,F,781.799095,500.619445,1700,53.667346,0.0
592,M,915.342049,3808.288081,1000,610.642386,0.0
593,M,7469.443138,2307.817565,11000,1941.350563,0.0
594,F,254.301743,452.696412,2500,81.168155,0.0
595,M,1900.380283,1497.5712,8000,528.159339,0.0
596,M,267.414694,460.166799,6000,44.786239,0.0
597,F,1099.477115,309.136776,1700,377.676086,0.368409
598,F,820.353433,2276.577499,1700,377.328317,0.212274
599,F,185.577862,193.699955,7500,74.458576,0.0
600,F,1720.093332,2067.654852,2000,258.719943,0.0
601,M,860.889144,715.191199,10000,435.193134,0.0
602,F,183.224887,742.192065,1500,140.783563,0.559939
603,F,2580.171843,1298.254693,6000,697.69573,0.195875
604,F,4409.451394,1514.860949,7500,1156.427234,0.0
605,F,4633.704374,426.789595,1800,1103.782105,0.0
606,F,1674.149906,1712.917006,2000,717.288392,0.0
607,F,1263.261724,994.294544,12000,865.053743,0.315128
608,M,4005.168611,289.904247,2000,751.84829,0.236633
609,F,5509.037623,770.556487,2500,986.093967,0.0
610,M,3361.732794,3112.405298,2500,761.371628,0.0
611,F,519.369802,4059.988087,1800,463.896008,0.0
612,F,1452.745318,1712.335679,7000,594.386962,0.0
613,F,1800.040655,307.566357,7000,325.902702,0.123997
614,F,237.779727,1396.251203,2300,274.61478,0.0
615,M,1849.045046,1930.964337,8000,463.179659,0.0
616,F,9373.976236,1725.267146,1700,1508.849808,0.0
617,F,2155.854728,1819.758101,1000,828.776353,0.0
618,M,4564.534304,1245.057225,4500,976.49694,0.22384
619,M,1428.847218,841.199538,15000,411.378031,0.0
620,M,1134.677228,519.29351,1000,25.278484,0.326292
621,F,1708.112521,162.691868,1700,462.492272,0.0
622,M,581.58435,1218.867698,4000,664.676235,0.0
623,F,509.078552,1061.509849,7500,249.496856,0.0
624,M,3788.305504,1482.993944,1200,826.96342,0.0
625,F,4167.652091,269.403613,2500,1094.16377,0.0
626,M,496.708987,1604.415862,7000,0.0,0.0
627,F,2896.327761,5704.956202,2300,1737.900902,0.0
628,M,1120.730543,963.531439,1700,958.130346,0.0
629,F,1645.546319,849.375363,1700,0.0,0.0
630,F,1833.893856,1185.716036,2500,491.761011,0.0
631,F,2965.83954,5592.061727,3000,1104.946973,0.202113
632,F,1305.637076,357.350472,8000,401.479633,0.138266
633,M,4311.951202,1078.025321,5000,888.417988,0.0
634,M,1601.140642,437.16396,6000,738.041998,0.331249
635,M,2125.507434,548.778968,13000,738.177528,0.154488
636,M,572.529159,858.656298,2500,59.359053,0.331039
637,F,8457.366448,3018.728265,2500,1885.277062,0.0
638,F,1849.817808,4540.950093,10000,1181.577276,0.0
639,F,2302.377774,1343.895722,1800,311.265154,0.0
640,F,285.040926,639.741859,7000,0.0,0.306278
641,F,577.996712,8463.050611,7000,1819.914971,0.252774
642,F,3692.634058,611.063552,1200,598.395087,0.0
643,M,1569.01295,536.989036,3000,365.022769,0.0
644,M,216.501665,181.735305,1700,20.578058,0.3856
645,F,3085.475126,3154.175509,1700,1139.72014,0.51061
646,F,742.925281,2146.129,3000,886.959511,0.0
647,M,4316.435769,7911.122681,2000,1906.276621,0.0
648,M,1119.847606,257.090711,7500,0.0,0.0
649,F,1457.147472,3335.419464,9000,474.006024,0.0
650,M,3501.893568,956.348098,7500,776.61142,0.0
651,M,540.371208,1854.722179,2000,314.627255,0.298356
652,F,495.93153,203.771766,2000,0.0,0.165176
653,F,1015.515274,3365.304204,1800,822.964484,0.0
654,M,2551.548018,1822.318875,1500,432.626769,0.0
655,F,365.845266,866.949708,11000,735.711503,0.0
656,M,270.09368,1604.554487,2500,740.07155,0.0
657,F,2543.633461,450.813726,1800,481.388287,0.0
658,M,704.381082,532.990672,8000,440.490635,0.0
659,F,851.497521,591.640891,2500,0.0,0.0
660,M,227.891728,169.447802,1000,234.773329,0.0
661,M,657.811632,1949.996087,1500,254.107518,0.0
662,F,1203.740936,2623.945166,5000,440.665419,0.415233
663,M,2799.903054,477.607977,7500,620.21176,0.0
664,M,605.402091,1228.295499,1700,169.680834,0.0
665,M,5386.432162,706.987915,10000,1307.963817,0.355239
666,F,654.518322,1206.461008,8000,640.008594,0.0
667,F,655.381415,510.392727,8000,122.888884,0.0
668,F,4834.929355,405.417483,1800,1384.193132,0.0
669,M,1466.03116,2314.31123,1000,227.838048,0.0
670,M,737.434849,847.691247,9000,795.818791,0.0
671,M,1054.034206,5540.82151,2000,635.497083,0.0
672,F,4096.000217,936.05943,5000,936.853863,0.0
673,F,4535.009864,390.149408,7000,863.070676,0.0
674,F,581.078662,2708.761474,1500,369.963368,0.0
675,F,1166.55422,1584.018335,7500,731.651269,0.0
676,M,1314.407332,1727.076852,10000,993.799241,0.0
677,F,498.889137,2621.601346,7000,824.523382,0.0
678,M,1152.724388,498.938746,2500,245.398309,0.31555
679,M,1217.787022,800.688532,9000,518.848093,0.0
680,M,3381.885019,769.464756,4000,575.555606,0.0
681,M,3592.783486,280.992539,7000,555.032554,0.0
682,M,901.185881,708.229975,7500,91.875829,0.0
683,M,999.686941,2989.141532,7000,571.57116,0.062933
684,M,2203.633949,1111.65402,2000,627.454001,0.0
685,F,715.749608,267.346296,1500,0.0,0.0
686,M,2058.589125,221.349861,1800,446.172815,0.359916
687,M,1119.776243,4017.031407,3000,1144.623106,0.218617
688,F,506.508588,827.751419,4000,540.979483,0.0
689,F,512.267505,501.363213,4500,84.825717,0.0
690,M,4457.542243,701.63085,2500,581.085078,0.0
691,M,1052.812748,237.560665,7500,464.221151,0.0
692,F,5304.541845,3231.771231,10000,938.273017,0.0
693,M,763.358186,630.335588,1800,522.083273,0.0
694,M,1575.116759,3073.773918,7000,731.464565,0.031706
695,F,10440.095937,940.570441,6000,2554.910802,0.0
696,M,467.945544,3250.547677,4000,112.554548,0.0
697,F,219.634972,1131.189541,1700,434.563596,0.0
698,F,3858.103877,1935.090543,7500,1032.792354,0.0
699,F,575.864163,1715.02638,11000,419.196082,0.0
700,M,1189.590337,1573.349334,7000,187.650481,0.014867
701,M,715.279668,1227.998675,10000,600.047158,0.0
702,M,1542.788084,728.097054,13000,761.607848,0.0
703,M,515.180546,5033.602565,2300,1183.296757,0.0
704,F,1030.762317,396.928718,5000,572.681229,0.0
705,M,1816.803276,901.334892,3000,339.210944,0.0
706,F,489.078008,909.956947,13000,265.63733,0.15705
707,F,645.434913,1289.740969,1200,0.0,0.0
708,F,886.565891,610.009554,2500,644.839093,0.0
709,M,334.978419,1191.86153,9000,179.635416,0.032986
710,M,828.564856,771.272442,2000,646.751834,0.0
711,F,1348.72757,216.208395,7500,621.082777,0.266219
712,F,845.904063,905.599412,2300,383.660381,0.0
713,F,949.334446,333.449424,12000,344.177053,0.0
714,F,1190.452179,188.491481,9000,582.788189,0.057332
715,F,671.71281,1015.550378,2000,273.906661,0.0
716,M,2257.37138,1392.832897,7000,603.663473,0.0
717,F,4413.310258,1442.348891,2000,1176.47891,0.0
718,M,797.959343,1495.85561,5000,374.642328,0.0
719,F,1875.589724,157.696119,5000,244.44599,0.0
720,F,976.861186,263.771913,8000,497.444337,0.0
721,M,1684.019224,5303.749452,1000,950.171214,0.202094
722,M,4960.201174,349.852668,1800,1088.546034,0.0
723,M,1915.614214,1555.818306,6000,523.043791,0.0
724,F,245.654706,483.840903,4500,0.0,0.0
725,M,1823.651463,964.592242,3000,930.276823,0.0
726,M,3675.988551,507.791646,1000,1126.765789,0.0
727,M,992.833967,1488.295879,2300,618.50186,0.0
728,M,2969.269748,1015.45971,9000,716.871049,0.0
729,M,651.251576,599.765775,1000,131.617683,0.0
730,M,318.3065,348.920845,2500,488.497533,0.0
731,M,1376.159761,1142.525884,11000,488.854354,0.0
732,M,249.428163,301.434601,1000,0.0,0.0
733,M,976.725928,1319.1369,7000,977.12913,0.16655
734,M,3858.97945,9545.607864,1800,1870.608594,0.135047
735,M,217.285767,3026.472552,9000,1001.894476,0.0
736,F,383.160087,1713.876595,7000,101.551565,0.171478
737,M,478.74638,831.268986,9000,541.996561,0.170429
738,M,1144.830793,156.823761,1800,774.159044,0.0
739,M,872.057091,273.128463,4000,339.899745,0.40398
740,M,4269.375077,2848.402445,7500,1175.544684,0.0
741,M,2860.962816,441.077028,1800,307.464571,0.0
742,M,1892.673486,478.508087,1800,700.187962,0.0
743,F,1381.696378,773.491416,1000,166.492297,0.0
744,M,1726.595448,345.211878,11000,521.010466,0.0
745,M,557.920166,297.646976,6000,83.624479,0.559655
746,M,2621.466881,857.973604,5000,1051.544521,0.0
747,M,445.483483,402.47118,7000,539.704896,0.0
748,M,2570.4578,460.854916,4000,580.088807,0.0
749,F,3524.621212,444.490231,3000,451.733412,0.0
750,F,1465.245585,1436.728873,3000,932.393188,0.442702
751,M,1034.225635,728.572309,5000,290.209443,0.091569
752,M,1737.632646,764.548321,1700,157.968465,0.0
753,M,92.262103,1536.482985,9000,0.0,0.0
754,M,1590.863766,790.103818,7500,350.926653,0.0
755,F,1094.42173,698.944688,2300,0.0,0.0
756,M,1157.982677,1371.150325,4500,371.88365,0.374637
757,M,2289.020468,1638.240468,1500,850.254357,0.43392
758,F,1133.094847,786.532348,12000,414.490913,0.0
759,M,434.334002,965.40432,9000,440.451984,0.0
760,M,1067.140154,444.250589,10000,239.561634,0.0
761,F,1287.940791,413.801033,2000,332.777733,0.0
762,M,1344.04704,1794.053299,1700,967.190069,0.0
763,M,1402.101457,1340.030771,1700,355.810435,0.0
764,M,3088.473208,1352.579237,1200,835.342045,0.0
765,F,456.0347,1156.055333,1500,0.0,0.050129
766,M,1419.599985,935.969554,1000,765.370874,0.0
767,M,3869.717279,1680.372379,13000,1006.392138,0.0
768,M,254.3852,2083.069664,1000,575.891108,0.0
769,M,1424.650804,2038.776607,1500,496.545264,0.0
770,F,715.627191,819.996339,8000,520.107296,0.0
771,M,868.146652,3128.451576,4500,778.183693,0.0
772,F,536.825585,1102.807647,7000,287.427044,0.155783
773,F,1040.445594,1586.266742,5000,738.108825,0.0
774,F,6355.844441,1157.339484,9000,1250.686521,0.0
775,M,388.391043,1121.369558,5000,566.642367,0.356374
776,F,422.99104,463.044522,4000,104.152406,0.0
777,F,375.500156,1687.858348,6000,462.522517,0.0
778,M,5736.912531,11623.27643,3000,2364.439177,0.0
779,F,799.426236,640.778878,2300,273.534181,0.0
780,F,1184.320943,957.087907,3000,130.454953,0.137778
781,M,843.445555,600.892027,1700,348.840607,0.434956
782,F,518.022879,578.698773,7500,304.98493,0.0
783,M,980.795932,3604.738577,1800,505.573509,0.0
784,F,11074.70818,489.961141,1500,2064.735818,0.0
785,F,4242.31262,586.004562,1800,924.197969,0.311852
786,M,562.480217,215.133004,8000,112.973136,0.0
787,F,2170.725436,454.023722,2000,477.156901,0.323701
788,M,573.426349,192.951738,6000,0.0,0.0
789,F,245.002674,1585.451065,8000,960.787869,0.0
790,F,3033.765378,11155.941441,1200,2170.570406,0.0
791,M,3442.948695,645.476682,7000,887.961493,0.0
792,M,3107.106002,200.320355,2000,952.080534,0.452609
793,M,794.030025,2018.277488,1800,0.0,0.0
794,M,1043.047337,466.73775,6000,0.0,0.0
795,M,2379.841097,2891.157551,9000,832.987538,0.0
796,M,1723.903428,696.573877,2000,84.250446,0.0
797,M,850.416539,508.44949,4500,233.687535,0.0
798,M,282.2619,764.971211,2000,229.017847,0.0
799,F,1342.76698,1775.787179,4000,754.896143,0.0
800,F,3200.648343,731.664029,5000,466.850389,0.0
801,F,412.472914,574.182774,5000,421.546269,0.404407
802,M,2153.572658,750.734122,5000,568.828596,0.0
803,F,1633.348573,285.81088,1500,447.466741,0.089472
804,F,2380.660947,1283.477464,6000,598.309394,0.1508
805,M,2656.535076,179.818151,6000,950.538277,0.0
806,M,648.707085,602.020014,6000,268.132515,0.0
807,F,282.79904,1778.359676,1000,737.49431,0.269817
808,M,749.819437,1179.379173,3000,131.395836,0.0
809,M,2697.861189,1527.348517,2500,898.353671,0.0
810,F,744.115665,846.79522,1200,241.639126,0.0
811,M,648.953463,2572.855274,1800,375.118652,0.0
812,M,235.281976,2063.645333,2500,491.817031,0.0
813,F,5868.666994,1341.477509,7000,1310.372303,0.143899
814,F,2548.199416,2068.939011,1800,72.957242,0.0
815,M,2423.350542,1764.074023,8000,134.681412,0.312518
816,F,2895.615132,604.549068,4000,981.862152,0.0
817,F,2036.601009,267.867105,7000,828.796849,0.0
818,M,972.727548,1310.712175,3000,856.711656,0.0
819,F,1045.878317,1467.741799,3000,412.505051,0.0
820,M,824.842181,2395.685744,5000,200.295181,0.0
821,M,12981.319987,386.569184,10000,2453.129939,0.0
822,F,1998.837075,397.109494,3000,462.799942,0.0
823,M,798.375951,1358.192757,4000,124.931246,0.0
824,F,1842.626165,842.142896,5000,932.373538,0.0
825,F,487.952456,164.484206,7000,789.945267,0.0
826,M,4694.073557,1258.401253,1000,1133.011566,0.0
827,F,668.500947,169.494313,4000,207.953551,0.0
828,M,1902.600454,383.472957,3000,117.243092,0.0
829,F,3163.327841,3030.591929,10000,1494.678517,0.0
830,M,1713.49717,4639.635639,3000,936.76247,0.0
831,F,1319.519577,300.638717,3000,253.79907,0.0
832,F,1223.807129,667.505491,12000,630.679464,0.0
833,M,1151.940295,932.958081,3000,225.376341,0.0
834,F,721.239572,4460.892936,1700,731.599069,0.0
835,F,808.729836,576.178753,1800,0.0,0.0
836,F,4589.981793,584.527822,1200,1205.970019,0.312188
837,F,1099.177037,3618.638042,1000,627.701348,0.093682
838,F,597.517372,640.782293,2500,517.897217,0.0
839,M,761.531976,1719.831394,7000,415.671479,0.0
840,M,3262.775892,237.5959,7000,704.261241,0.0
841,M,2226.187967,769.615108,1000,220.336182,0.285509
842,F,2006.799133,201.615586,4500,654.106957,0.0
843,M,961.24654,347.272438,1500,21.987081,0.0
844,M,2030.477413,1910.807525,10000,648.177244,0.0
845,M,679.118061,858.412839,1700,255.262588,0.0
846,F,959.437689,673.713424,5000,371.350441,0.0
847,M,2901.038452,457.659445,2000,185.58182,0.0
848,F,2662.04502,736.132062,5000,597.302485,0.0
849,M,500.83722,1177.326949,2500,473.987488,0.0
850,F,561.171292,2174.653425,7000,428.925282,0.123938
851,M,1336.529941,84.552106,1800,239.505478,0.166256
852,M,5730.276923,424.713551,9000,1280.516985,0.0
853,F,216.154051,1036.066508,3000,184.245602,0.0
854,F,1556.974269,821.410673,7000,243.695774,0.0
855,M,351.272052,1290.827311,8000,448.709876,0.276856
856,M,684.783073,1142.285384,15000,1026.656792,0.378227
857,F,873.068854,682.401997,1800,7.746647,0.0
858,F,830.096941,558.82263,2000,167.369114,0.105705
859,M,749.632926,719.854177,1800,0.0,0.0
860,M,1219.853873,2524.676248,2000,792.880335,0.0
861,F,748.648806,464.607452,4500,246.170128,0.0
862,F,324.988031,848.503279,15000,210.268331,0.0
863,F,2445.201108,1058.923381,13000,817.773405,0.0
864,F,2386.504329,3656.698013,4000,637.474487,0.0
865,M,2588.559647,685.208086,5000,465.80768,0.393404
866,F,302.880686,2127.974762,8000,84.842113,0.0
867,F,1586.088716,2721.072717,10000,657.684846,0.305233
868,F,2226.933866,847.779994,1700,893.339834,0.283317
869,M,479.104213,742.745101,4000,62.088588,0.0
870,M,1222.0144,667.708496,8000,625.785162,0.192059
871,F,1091.556588,713.19807,2000,107.988599,0.0
872,M,6360.966389,1936.845455,2500,1611.028841,0.0
873,F,6850.291145,1105.340797,13000,1336.672801,0.0
874,M,270.989275,1109.606513,13000,419.237833,0.0
875,F,11436.14583,326.130902,9000,2383.201385,0.283572
876,F,531.81562,375.87586,7500,854.033249,0.0
877,M,2929.555444,6180.1767,2000,1461.547506,0.0
878,M,2902.849683,765.061978,2000,501.094377,0.0
879,F,494.664026,447.065539,4000,383.94963,0.0
880,F,1889.260978,3255.135718,4000,1356.705888,0.119328
881,M,1100.169602,1157.048556,4000,0.0,0.0
882,F,1995.993108,1510.716658,5000,459.500275,0.186916
883,F,1491.600632,792.947989,2500,348.167483,0.0
884,M,3557.116547,673.975809,7000,865.417703,0.400101
885,M,1297.065376,770.756319,2000,277.773351,0.0
886,M,1042.016792,258.665481,2000,0.0,0.0
887,M,3250.154491,829.535024,1500,1061.811025,0.0
888,M,2043.371397,1171.956401,1700,182.53947,0.0
889,M,2341.699097,4747.706368,8000,1187.864095,0.296352
890,F,666.387941,970.1,2500,541.569477,0.0
891,M,473.079522,109.863717,1800,122.291746,0.0
892,F,727.089858,825.024523,7000,205.92858,0.312375
893,M,693.159931,10567.660494,4000,1125.719133,0.0
894,M,2459.170414,1958.099446,1000,637.622809,0.0
895,F,2917.217836,432.767205,2000,487.673024,0.721102
896,F,1054.036902,1528.429265,1700,454.195927,0.0
897,M,4393.261273,460.44247,5000,622.78352,0.176027
898,M,4153.150386,265.488953,2000,1017.684678,0.0
899,M,1508.783574,656.201281,1000,411.293232,0.324015
900,M,578.418356,974.937918,1000,286.066953,0.0
901,M,5003.230008,166.510779,4500,1359.58189,0.0
902,M,1147.205638,319.180457,1000,152.849795,0.0
903,M,1357.701773,906.238038,8000,344.806427,0.092016
904,M,892.793648,621.815946,1500,124.629863,0.0
905,F,544.130282,1280.915255,5000,395.33001,0.463593
906,F,323.18487,300.906175,2500,115.290794,0.0
907,M,2142.184734,1707.357912,2500,426.551767,0.0
908,M,598.806826,309.394392,1000,0.0,0.227164
909,M,19026.311312,3938.12843,7500,3888.329198,0.0
910,M,456.018681,191.678127,9000,352.541154,0.0
911,F,390.862475,335.862267,1000,173.941352,0.260401
912,F,1918.166084,1307.188233,1700,831.771101,0.0
913,F,4800.052484,4015.06946,9000,1992.189418,0.0
914,F,1284.507546,1192.179868,4000,634.106385,0.0
915,F,2028.431632,1490.060688,1500,915.805137,0.0
916,F,230.6283,912.130627,1700,372.412342,0.0
917,M,658.68117,356.466901,5000,676.313453,0.0
918,M,461.160364,577.596476,7000,737.533851,0.0
919,M,220.182938,301.654177,4500,392.372723,0.0
920,F,1346.524639,284.053054,11000,645.555838,0.0
921,M,161.008175,1288.938161,3000,184.846008,0.0
922,F,368.714868,326.731854,2000,130.242179,0.0
923,F,747.343998,1197.029806,3000,246.206164,0.0
924,M,573.548641,278.205354,2300,332.186301,0.0
925,M,1731.542055,1172.325566,1800,307.529348,0.046416
926,M,1595.627209,578.35374,1000,326.338794,0.0
927,M,2709.227645,3184.192426,2300,321.221596,0.0
928,F,2385.455474,1201.525173,6000,1109.33748,0.0
929,F,3383.721812,2730.403293,1000,899.099676,0.0
930,F,1209.876346,454.827377,2500,453.18133,0.206037
931,M,1592.595271,944.380358,5000,875.130533,0.103071
932,M,1920.54126,371.304157,5000,683.899979,0.582545
933,M,1376.763905,618.783393,7000,805.657436,0.0
934,F,847.698577,709.177749,7500,58.502621,0.0
935,F,898.567402,467.186064,6000,922.148607,0.0
936,M,580.678613,300.680256,1200,433.381331,0.0
937,F,1771.275428,251.598461,3000,453.822016,0.0
938,M,1113.636809,109.314243,5000,657.342168,0.0
939,F,667.235879,346.987301,1800,0.0,0.0
940,M,667.793946,1579.311872,1000,264.629735,0.212514
941,M,407.74466,213.0126,1800,491.51815,0.0
942,F,2924.729296,262.090388,3000,143.637075,0.0
943,M,1300.82753,4499.892174,2500,972.815723,0.131691
944,M,557.509745,506.312241,1700,340.230975,0.213434
945,M,2509.134055,1198.63826,7500,1219.037175,0.0
946,M,731.865,1600.522523,10000,103.059548,0.0
947,F,341.77391,1629.899307,1700,689.264985,0.0
948,F,3038.441688,228.130354,10000,609.42746,0.0
949,F,747.409113,729.271644,1000,127.793873,0.0
950,M,838.815535,209.263758,10000,45.59735,0.0
951,M,1257.727774,8116.757843,11000,1120.938931,0.0
952,M,3389.136,213.708356,1000,754.070069,0.0
953,M,1234.021419,349.653898,7000,108.499345,0.0
954,M,411.90576,351.939481,12000,589.252213,0.144084
955,F,1977.303454,233.458789,9000,375.688165,0.0
956,F,783.294896,3033.081926,12000,411.704461,0.0
957,F,6628.48516,7944.245515,4000,2084.484504,0.0
958,M,1210.74633,585.125171,1200,394.108178,0.014482
959,M,162.14128,273.586863,8000,132.677538,0.0
960,M,1671.753701,119.913069,5000,522.290206,0.493033
961,M,6975.351593,720.757076,5000,1603.606001,0.0
962,M,5005.678564,675.377044,2500,1296.42275,0.0
963,M,6297.190496,499.612844,4500,1194.674003,0.0
964,M,484.063373,1095.797545,1500,0.0,0.0
965,F,2754.351094,1281.332497,7000,902.316927,0.353175
966,M,632.831956,1200.838008,1000,393.17271,0.0
967,F,1483.056529,675.523277,7000,105.331642,0.0
968,M,385.423533,333.132515,8000,26.700063,0.0
969,F,678.571472,1634.757555,3000,191.017048,0.0
970,M,659.431416,908.016349,4000,245.704069,0.0
971,M,2720.850385,1997.240531,2000,574.163457,0.0
972,M,2491.51742,1828.164971,12000,1185.532347,0.242443
973,M,1554.855286,249.738442,7000,93.525548,0.198306
974,F,359.466405,246.953489,2300,0.0,0.114742
975,M,915.549571,454.870768,1700,165.661212,0.0
976,F,619.241391,347.012615,1800,140.691763,0.0
977,M,2651.042349,1771.756309,3000,378.637412,0.0
978,M,3499.468461,1231.734612,11000,818.525266,0.0
979,M,3136.136877,2414.543677,7000,876.488925,0.0
980,M,614.188892,1282.848321,1800,197.671312,0.0
981,F,102.968199,1083.318857,8000,326.502909,0.0
982,F,247.085466,2643.229654,2300,236.518221,0.0
983,F,4356.674345,1370.258388,8000,1472.444148,0.039869
984,M,844.60626,954.598532,1800,420.132111,0.0
985,M,616.678516,3402.983176,5000,405.081734,0.0
986,F,5315.563278,995.915879,10000,1274.939169,0.0
987,M,3784.404988,682.725896,1800,825.623835,0.0
988,M,1238.930578,422.402676,6000,705.094484,0.084142
989,M,930.700211,1690.404136,13000,447.778927,0.0
990,F,1076.111014,2733.520144,1500,766.012409,0.388227
991,F,1486.896764,857.886099,1200,419.753665,0.32782
992,F,5115.56204,2913.539842,6000,1748.317577,0.0
993,F,1772.63192,152.472838,2000,695.093349,0.0
994,M,2329.540064,854.137308,1000,588.558515,0.0
995,F,3471.503617,866.025695,3000,715.723079,0.0
996,M,422.965916,466.708593,7000,381.290373,0.0
997,F,2390.781797,7673.091938,2000,1357.48839,0.183213
998,M,929.724328,845.921555,2000,723.937742,0.0
999,F,125.903322,622.06358,8000,321.659788,0.179811
1000,M,178.510498,919.073321,4000,111.01003,0.0
